date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,population,new_confirmed_0_30,new_confirmed_30_60,new_confirmed_60_80,new_confirmed_80_plus,cumulative_confirmed_0_30,cumulative_confirmed_30_60,cumulative_confirmed_60_80,cumulative_confirmed_80_plus,new_deceased_0_30,new_deceased_30_60,new_deceased_60_80,new_deceased_80_plus,cumulative_deceased_0_30,cumulative_deceased_30_60,cumulative_deceased_60_80,cumulative_deceased_80_plus,new_hospitalized_patients_0_30,new_hospitalized_patients_30_60,new_hospitalized_patients_60_80,new_hospitalized_patients_80_plus,cumulative_hospitalized_patients_0_30,cumulative_hospitalized_patients_30_60,cumulative_hospitalized_patients_60_80,cumulative_hospitalized_patients_80_plus,new_intensive_care_patients_0_30,new_intensive_care_patients_30_60,new_intensive_care_patients_60_80,new_intensive_care_patients_80_plus,cumulative_intensive_care_patients_0_30,cumulative_intensive_care_patients_30_60,cumulative_intensive_care_patients_60_80,cumulative_intensive_care_patients_80_plus,population_0_30,population_30_60,population_60_80,population_80_plus
2020-12-09,8440.0,223.0,1753530.0,50764.0,674.0,222481.0,75.0,20005.0,46937060,2476.0,4003.0,1287.0,673.0,511858.0,789848.0,290293.0,155361.0,0.0,10.0,72.0,141.0,77.0,2326.0,15251.0,32920.0,20.0,172.0,270.0,212.0,7044.0,66033.0,84369.0,63662.0,4.0,24.0,40.0,7.0,430.0,6643.0,11637.0,1145.0,14075720,20948387,9032069,2880884
2020-12-10,10777.0,186.0,1764307.0,50950.0,689.0,223170.0,69.0,20074.0,46937060,3374.0,4887.0,1696.0,817.0,515232.0,794735.0,291989.0,156178.0,0.0,7.0,65.0,114.0,77.0,2333.0,15316.0,33034.0,16.0,181.0,265.0,225.0,7060.0,66214.0,84634.0,63887.0,0.0,25.0,43.0,1.0,430.0,6668.0,11680.0,1146.0,14075720,20948387,9032069,2880884
2020-12-11,11339.0,217.0,1775646.0,51167.0,727.0,223897.0,60.0,20134.0,46937060,3636.0,5131.0,1783.0,787.0,518868.0,799866.0,293772.0,156965.0,0.0,7.0,71.0,139.0,77.0,2340.0,15387.0,33173.0,21.0,188.0,269.0,249.0,7081.0,66402.0,84903.0,64136.0,2.0,26.0,31.0,1.0,432.0,6694.0,11711.0,1147.0,14075720,20948387,9032069,2880884
2020-12-12,6598.0,186.0,1782244.0,51353.0,560.0,224457.0,69.0,20203.0,46937060,2026.0,3026.0,1086.0,459.0,520894.0,802892.0,294858.0,157424.0,2.0,7.0,61.0,116.0,79.0,2347.0,15448.0,33289.0,17.0,136.0,207.0,200.0,7098.0,66538.0,85110.0,64336.0,0.0,14.0,50.0,5.0,432.0,6708.0,11761.0,1152.0,14075720,20948387,9032069,2880884
2020-12-13,4247.0,164.0,1786491.0,51517.0,490.0,224947.0,46.0,20249.0,46937060,1210.0,2026.0,684.0,326.0,522104.0,804918.0,295542.0,157750.0,0.0,7.0,49.0,108.0,79.0,2354.0,15497.0,33397.0,17.0,113.0,184.0,176.0,7115.0,66651.0,85294.0,64512.0,0.0,12.0,31.0,3.0,432.0,6720.0,11792.0,1155.0,14075720,20948387,9032069,2880884
2020-12-14,9920.0,167.0,1796411.0,51684.0,743.0,225690.0,73.0,20322.0,46937060,2940.0,4717.0,1670.0,588.0,525044.0,809635.0,297212.0,158338.0,1.0,8.0,52.0,106.0,80.0,2362.0,15549.0,33503.0,31.0,204.0,258.0,250.0,7146.0,66855.0,85552.0,64762.0,2.0,31.0,36.0,4.0,434.0,6751.0,11828.0,1159.0,14075720,20948387,9032069,2880884
2020-12-15,12193.0,187.0,1808604.0,51871.0,716.0,226406.0,55.0,20377.0,46937060,3732.0,5493.0,1985.0,977.0,528776.0,815128.0,299197.0,159315.0,0.0,10.0,62.0,115.0,80.0,2372.0,15611.0,33618.0,23.0,175.0,260.0,258.0,7169.0,67030.0,85812.0,65020.0,1.0,16.0,34.0,4.0,435.0,6767.0,11862.0,1163.0,14075720,20948387,9032069,2880884
2020-12-16,11772.0,147.0,1820376.0,52018.0,699.0,227105.0,71.0,20448.0,46937060,3633.0,5234.0,1992.0,905.0,532409.0,820362.0,301189.0,160220.0,0.0,4.0,43.0,100.0,80.0,2376.0,15654.0,33718.0,21.0,188.0,255.0,235.0,7190.0,67218.0,86067.0,65255.0,1.0,26.0,39.0,5.0,436.0,6793.0,11901.0,1168.0,14075720,20948387,9032069,2880884
2020-12-17,10992.0,174.0,1831368.0,52192.0,686.0,227791.0,65.0,20513.0,46937060,3490.0,5071.0,1730.0,698.0,535899.0,825433.0,302919.0,160918.0,0.0,12.0,50.0,112.0,80.0,2388.0,15704.0,33830.0,17.0,177.0,260.0,231.0,7207.0,67395.0,86327.0,65486.0,1.0,18.0,45.0,1.0,437.0,6811.0,11946.0,1169.0,14075720,20948387,9032069,2880884
2020-12-18,12222.0,176.0,1843590.0,52368.0,725.0,228516.0,64.0,20577.0,46937060,3948.0,5631.0,1952.0,689.0,539847.0,831064.0,304871.0,161607.0,0.0,8.0,54.0,114.0,80.0,2396.0,15758.0,33944.0,18.0,184.0,289.0,234.0,7225.0,67579.0,86616.0,65720.0,2.0,20.0,39.0,3.0,439.0,6831.0,11985.0,1172.0,14075720,20948387,9032069,2880884
2020-12-19,6938.0,142.0,1850528.0,52510.0,534.0,229050.0,58.0,20635.0,46937060,2179.0,3204.0,1109.0,442.0,542026.0,834268.0,305980.0,162049.0,0.0,3.0,34.0,105.0,80.0,2399.0,15792.0,34049.0,22.0,162.0,171.0,178.0,7247.0,67741.0,86787.0,65898.0,0.0,21.0,35.0,2.0,439.0,6852.0,12020.0,1174.0,14075720,20948387,9032069,2880884
2020-12-20,4385.0,156.0,1854913.0,52666.0,537.0,229587.0,46.0,20681.0,46937060,1180.0,2116.0,764.0,323.0,543206.0,836384.0,306744.0,162372.0,0.0,6.0,45.0,105.0,80.0,2405.0,15837.0,34154.0,16.0,146.0,202.0,173.0,7263.0,67887.0,86989.0,66071.0,0.0,10.0,33.0,3.0,439.0,6862.0,12053.0,1177.0,14075720,20948387,9032069,2880884
2020-12-21,11020.0,146.0,1865933.0,52812.0,797.0,230384.0,63.0,20744.0,46937060,3332.0,5222.0,1795.0,664.0,546538.0,841606.0,308539.0,163036.0,0.0,7.0,45.0,94.0,80.0,2412.0,15882.0,34248.0,31.0,223.0,306.0,235.0,7294.0,68110.0,87295.0,66306.0,2.0,23.0,36.0,2.0,441.0,6885.0,12089.0,1179.0,14075720,20948387,9032069,2880884
2020-12-22,13436.0,179.0,1879369.0,52991.0,810.0,231194.0,78.0,20822.0,46937060,4070.0,6214.0,2206.0,942.0,550608.0,847820.0,310745.0,163978.0,1.0,10.0,45.0,123.0,81.0,2422.0,15927.0,34371.0,21.0,222.0,307.0,260.0,7315.0,68332.0,87602.0,66566.0,1.0,19.0,53.0,5.0,442.0,6904.0,12142.0,1184.0,14075720,20948387,9032069,2880884
2020-12-23,14537.0,191.0,1893906.0,53182.0,811.0,232005.0,81.0,20903.0,46937060,4549.0,6895.0,2258.0,831.0,555157.0,854715.0,313003.0,164809.0,0.0,9.0,58.0,124.0,81.0,2431.0,15985.0,34495.0,19.0,230.0,310.0,252.0,7334.0,68562.0,87912.0,66818.0,2.0,29.0,47.0,3.0,444.0,6933.0,12189.0,1187.0,14075720,20948387,9032069,2880884
2020-12-24,9996.0,158.0,1903902.0,53340.0,626.0,232631.0,62.0,20965.0,46937060,3215.0,4660.0,1492.0,628.0,558372.0,859375.0,314495.0,165437.0,0.0,4.0,38.0,116.0,81.0,2435.0,16023.0,34611.0,9.0,182.0,221.0,214.0,7343.0,68744.0,88133.0,67032.0,3.0,23.0,30.0,6.0,447.0,6956.0,12219.0,1193.0,14075720,20948387,9032069,2880884
2020-12-25,4820.0,142.0,1908722.0,53482.0,569.0,233200.0,70.0,21035.0,46937060,1419.0,2287.0,798.0,313.0,559791.0,861662.0,315293.0,165750.0,0.0,6.0,43.0,93.0,81.0,2441.0,16066.0,34704.0,16.0,143.0,218.0,192.0,7359.0,68887.0,88351.0,67224.0,0.0,23.0,45.0,2.0,447.0,6979.0,12264.0,1195.0,14075720,20948387,9032069,2880884
2020-12-26,6433.0,178.0,1915155.0,53660.0,607.0,233807.0,83.0,21118.0,46937060,1846.0,3094.0,1063.0,429.0,561637.0,864756.0,316356.0,166179.0,3.0,4.0,53.0,118.0,84.0,2445.0,16119.0,34822.0,20.0,154.0,243.0,190.0,7379.0,69041.0,88594.0,67414.0,2.0,21.0,54.0,6.0,449.0,7000.0,12318.0,1201.0,14075720,20948387,9032069,2880884
2020-12-27,5971.0,168.0,1921126.0,53828.0,726.0,234533.0,88.0,21206.0,46937060,1739.0,2790.0,977.0,463.0,563376.0,867546.0,317333.0,166642.0,0.0,8.0,46.0,114.0,84.0,2453.0,16165.0,34936.0,22.0,195.0,267.0,242.0,7401.0,69236.0,88861.0,67656.0,1.0,27.0,52.0,8.0,450.0,7027.0,12370.0,1209.0,14075720,20948387,9032069,2880884
2020-12-28,15129.0,194.0,1936255.0,54022.0,908.0,235441.0,82.0,21288.0,46937060,4414.0,7418.0,2451.0,841.0,567790.0,874964.0,319784.0,167483.0,0.0,12.0,55.0,127.0,84.0,2465.0,16220.0,35063.0,18.0,246.0,361.0,283.0,7419.0,69482.0,89222.0,67939.0,1.0,15.0,60.0,6.0,451.0,7042.0,12430.0,1215.0,14075720,20948387,9032069,2880884
2020-12-29,18993.0,163.0,1955248.0,54185.0,901.0,236342.0,94.0,21382.0,46937060,5835.0,8990.0,3083.0,1079.0,573625.0,883954.0,322867.0,168562.0,0.0,9.0,47.0,107.0,84.0,2474.0,16267.0,35170.0,21.0,229.0,344.0,307.0,7440.0,69711.0,89566.0,68246.0,1.0,27.0,61.0,5.0,452.0,7069.0,12491.0,1220.0,14075720,20948387,9032069,2880884
2020-12-30,21109.0,203.0,1976357.0,54388.0,916.0,237258.0,78.0,21460.0,46937060,6778.0,9775.0,3364.0,1180.0,580403.0,893729.0,326231.0,169742.0,0.0,9.0,70.0,124.0,84.0,2483.0,16337.0,35294.0,22.0,224.0,362.0,308.0,7462.0,69935.0,89928.0,68554.0,0.0,30.0,38.0,10.0,452.0,7099.0,12529.0,1230.0,14075720,20948387,9032069,2880884
2020-12-31,15594.0,192.0,1991951.0,54580.0,765.0,238023.0,84.0,21544.0,46937060,5094.0,7117.0,2420.0,957.0,585497.0,900846.0,328651.0,170699.0,0.0,12.0,63.0,117.0,84.0,2495.0,16400.0,35411.0,16.0,182.0,305.0,262.0,7478.0,70117.0,90233.0,68816.0,2.0,23.0,48.0,10.0,454.0,7122.0,12577.0,1240.0,14075720,20948387,9032069,2880884
